,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season
55537,2022-01-17,26,5,741,2,2022-02-10,2022-02-14,0,4,Winter2021
74660,2022-01-17,18,6,1094,2,2022-02-04,2022-02-11,0,7,Winter2021
23032,2022-01-17,13,6,627,1,2022-02-10,2022-02-16,0,6,Winter2021
19931,2022-01-17,19,4,18,1,2022-02-11,2022-02-18,0,7,Winter2021
22788,2022-01-17,15,8,988,1,2022-02-22,2022-03-01,0,7,Winter2021
16478,2022-01-17,19,4,287,1,2022-02-15,2022-02-22,0,7,Winter2021
59913,2022-01-17,13,8,922,1,2022-02-14,2022-02-16,0,2,Winter2021
22820,2022-01-17,19,5,1128,1,2022-02-25,2022-03-02,0,5,Winter2021
58173,2022-01-17,16,5,1039,2,2022-02-10,2022-02-17,0,7,Winter2021
84074,2022-01-17,19,5,615,2,2022-02-07,2022-02-08,0,1,Winter2021
95714,2022-01-17,20,8,518,1,2022-01-27,2022-02-04,0,8,Winter2021
11115,2022-01-18,19,5,732,1,2022-03-03,2022-03-17,0,14,Winter2021
85905,2022-01-18,17,5,1204,1,2022-02-15,2022-02-24,0,9,Winter2021
24869,2022-01-18,17,8,841,1,2022-02-02,2022-02-03,0,1,Winter2021
2876,2022-01-18,20,4,441,1,2022-02-16,2022-02-18,0,2,Winter2021
37354,2022-01-18,12,4,40,1,2022-02-03,2022-02-04,0,1,Winter2021
92012,2022-01-18,15,6,736,1,2022-03-01,2022-03-11,0,10,Winter2021
98080,2022-01-18,19,4,142,1,2022-03-07,2022-03-10,0,3,Winter2021
71622,2022-01-18,18,4,444,1,2022-02-04,2022-02-14,0,10,Winter2021
78705,2022-01-18,20,4,461,1,2022-03-04,2022-03-10,0,6,Winter2021
99888,2022-01-18,16,4,17,1,2022-02-18,2022-02-25,0,7,Winter2021
75012,2022-01-18,19,4,319,2,2022-01-19,2022-01-28,0,9,Winter2021
742,2022-01-18,24,4,425,1,2022-02-15,2022-02-24,0,9,Winter2021
15497,2022-01-18,17,4,119,1,2022-02-25,2022-03-03,0,6,Winter2021
4751,2022-01-18,20,6,557,2,2022-02-08,2022-02-15,0,7,Winter2021
85027,2022-01-19,17,8,552,1,2022-02-17,2022-02-24,0,7,Winter2021
54381,2022-01-19,17,6,790,1,2022-02-07,2022-02-17,0,10,Winter2021
84702,2022-01-19,18,8,1143,1,2022-02-25,2022-03-03,0,6,Winter2021
71897,2022-01-19,15,5,1011,2,2022-02-15,2022-02-23,0,8,Winter2021
7692,2022-01-19,18,6,902,1,2022-03-03,2022-03-11,0,8,Winter2021
46819,2022-01-19,26,6,967,1,2022-02-21,2022-03-07,0,14,Winter2021
4418,2022-01-19,19,6,859,2,2022-02-25,2022-03-11,0,14,Winter2021
65700,2022-01-19,24,4,51,1,2022-02-14,2022-02-23,0,9,Winter2021
92466,2022-01-19,14,4,425,1,2022-03-04,2022-03-15,0,11,Winter2021
53285,2022-01-19,14,6,621,1,2022-02-10,2022-02-17,0,7,Winter2021
4356,2022-01-19,17,5,960,1,2022-02-04,2022-02-17,0,13,Winter2021
99283,2022-01-19,13,5,702,1,2022-03-02,2022-03-03,0,1,Winter2021
42171,2022-01-19,15,4,195,1,2022-01-31,2022-02-10,0,10,Winter2021
87223,2022-01-19,20,4,812,1,2022-02-21,2022-03-04,0,11,Winter2021
42550,2022-01-19,19,8,607,1,2022-02-14,2022-02-28,0,14,Winter2021
53976,2022-01-19,15,8,618,1,2022-03-08,2022-03-11,0,3,Winter2021
85077,2022-01-19,20,8,1220,1,2022-02-08,2022-02-16,0,8,Winter2021
55506,2022-01-19,21,4,231,1,2022-01-20,2022-02-03,0,14,Winter2021
29884,2022-01-19,17,4,326,2,2022-02-17,2022-03-02,0,13,Winter2021
4320,2022-01-19,15,5,1183,1,2022-01-17,2022-01-24,0,7,Winter2021
33987,2022-01-19,19,8,751,1,2022-02-25,2022-03-02,0,5,Winter2021
1054,2022-01-19,13,4,345,1,2022-02-28,2022-03-02,0,2,Winter2021
20150,2022-01-19,14,5,575,1,2022-02-07,2022-02-09,0,2,Winter2021
49535,2022-01-20,19,4,65,1,2022-02-11,2022-02-15,0,4,Winter2021
90120,2022-01-20,21,8,889,1,2022-02-21,2022-03-07,0,14,Winter2021
25124,2022-01-20,16,8,511,1,2022-02-24,2022-03-01,0,5,Winter2021
97766,2022-01-20,26,4,47,1,2022-02-24,2022-03-08,0,12,Winter2021
26964,2022-01-20,17,4,232,2,2022-02-23,2022-03-09,0,14,Winter2021
46136,2022-01-20,10,5,1011,1,2022-02-10,2022-02-22,0,12,Winter2021
90102,2022-01-20,15,5,942,1,2022-03-02,2022-03-04,0,2,Winter2021
70878,2022-01-20,22,6,517,1,2022-03-08,2022-03-14,0,6,Winter2021
9784,2022-01-20,18,4,475,1,2022-02-10,2022-02-18,0,8,Winter2021
4910,2022-01-20,14,5,624,1,2022-02-17,2022-02-22,0,5,Winter2021
23366,2022-01-20,20,8,851,1,2022-01-21,2022-01-26,0,5,Winter2021
79953,2022-01-20,24,6,946,2,2022-02-10,2022-02-11,0,1,Winter2021
21091,2022-01-20,10,6,974,1,2022-02-14,2022-02-22,0,8,Winter2021
66207,2022-01-20,21,4,463,1,2022-02-17,2022-03-02,0,13,Winter2021
71661,2022-01-20,17,6,636,1,2022-02-24,2022-02-28,0,4,Winter2021
18405,2022-01-20,18,6,605,1,2022-02-09,2022-02-14,0,5,Winter2021
78251,2022-01-20,17,6,1014,1,2022-02-22,2022-03-08,0,14,Winter2021
41429,2022-01-20,21,6,834,2,2022-02-09,2022-02-11,0,2,Winter2021
11065,2022-01-20,16,4,345,1,2022-03-02,2022-03-09,0,7,Winter2021
78140,2022-01-20,16,5,857,1,2022-02-15,2022-02-28,0,13,Winter2021
41337,2022-01-20,18,5,1076,1,2022-02-11,2022-02-17,0,6,Winter2021
77328,2022-01-21,18,4,72,1,2022-02-22,2022-02-25,0,3,Winter2021
28535,2022-01-21,18,4,455,2,2022-02-22,2022-02-25,0,3,Winter2021
23677,2022-01-21,20,5,982,1,2022-02-16,2022-02-18,0,2,Winter2021
64140,2022-01-21,24,4,428,1,2022-02-11,2022-02-15,0,4,Winter2021
27576,2022-01-21,12,4,369,1,2022-02-21,2022-03-02,0,9,Winter2021
83147,2022-01-21,20,5,833,1,2022-02-18,2022-02-24,0,6,Winter2021
88507,2022-01-21,18,5,1204,1,2022-02-01,2022-02-08,0,7,Winter2021
49697,2022-01-21,16,5,1135,1,2022-02-24,2022-03-02,0,6,Winter2021
88076,2022-01-21,18,4,212,2,2022-02-15,2022-02-23,0,8,Winter2021
48351,2022-01-21,20,5,567,2,2022-02-22,2022-02-24,0,2,Winter2021
81470,2022-01-21,21,4,223,1,2022-02-25,2022-02-28,0,3,Winter2021
2313,2022-01-21,18,8,1051,1,2022-02-15,2022-03-01,0,14,Winter2021
38104,2022-01-21,22,6,707,2,2022-02-18,2022-02-22,0,4,Winter2021
64097,2022-01-21,14,5,975,1,2022-02-18,2022-02-23,0,5,Winter2021
57470,2022-01-21,15,8,1060,1,2022-01-27,2022-01-28,0,1,Winter2021
56038,2022-01-21,16,6,1062,1,2022-02-24,2022-03-09,0,13,Winter2021
54990,2022-01-21,11,4,7,1,2022-03-10,2022-03-24,0,14,Winter2021
69453,2022-01-22,17,5,735,2,2022-03-04,2022-03-07,0,3,Winter2021
65364,2022-01-22,17,5,1024,1,2022-02-24,2022-03-02,0,6,Winter2021
78243,2022-01-22,14,4,449,1,2022-02-14,2022-02-22,0,8,Winter2021
84603,2022-01-22,14,4,35,1,2022-02-08,2022-02-18,0,10,Winter2021
98750,2022-01-22,14,6,681,1,2022-03-01,2022-03-08,0,7,Winter2021
23172,2022-01-22,13,5,1009,1,2022-02-16,2022-03-01,0,13,Winter2021
23828,2022-01-22,18,6,933,1,2022-02-21,2022-03-01,0,8,Winter2021
59042,2022-01-22,21,6,937,1,2022-01-24,2022-02-03,0,10,Winter2021
250,2022-01-22,19,6,905,2,2022-02-24,2022-03-09,0,13,Winter2021
2859,2022-01-22,14,6,507,2,2022-02-17,2022-03-03,0,14,Winter2021
68039,2022-01-22,19,5,1102,1,2022-02-16,2022-03-02,0,14,Winter2021
60727,2022-01-22,16,5,1000,1,2022-02-23,2022-03-09,0,14,Winter2021
30154,2022-01-22,17,8,819,1,2022-02-15,2022-02-25,0,10,Winter2021
13980,2022-01-22,18,8,939,2,2022-02-11,2022-02-21,0,10,Winter2021
37472,2022-01-22,20,4,360,1,2022-02-01,2022-02-08,0,7,Winter2021
65520,2022-01-22,27,5,701,1,2022-03-03,2022-03-16,0,13,Winter2021
62494,2022-01-22,24,5,696,1,2022-02-21,2022-02-22,0,1,Winter2021
42022,2022-01-23,16,4,80,1,2022-03-15,2022-03-16,0,1,Winter2021
16961,2022-01-23,17,4,82,1,2022-02-04,2022-02-09,0,5,Winter2021
72099,2022-01-23,14,6,1209,2,2022-02-24,2022-02-25,0,1,Winter2021
52028,2022-01-23,16,6,592,2,2022-02-10,2022-02-15,0,5,Winter2021
99576,2022-01-23,18,8,694,1,2022-02-15,2022-02-25,0,10,Winter2021
70708,2022-01-23,15,4,297,1,2022-02-24,2022-03-02,0,6,Winter2021
43540,2022-01-23,15,4,61,1,2022-02-01,2022-02-02,0,1,Winter2021
7751,2022-01-23,12,5,831,1,2022-02-14,2022-02-24,0,10,Winter2021
79071,2022-01-23,20,6,698,1,2022-03-02,2022-03-11,0,9,Winter2021
90268,2022-01-23,19,4,426,2,2022-02-18,2022-02-24,0,6,Winter2021
81317,2022-01-23,17,6,1070,1,2022-02-18,2022-03-03,0,13,Winter2021
39400,2022-01-23,13,4,185,1,2022-02-28,2022-03-01,0,1,Winter2021
19678,2022-01-23,13,6,797,1,2022-02-25,2022-03-11,0,14,Winter2021
88018,2022-01-23,21,4,233,2,2022-02-21,2022-02-24,0,3,Winter2021
63656,2022-01-23,16,4,445,1,2022-02-08,2022-02-17,0,9,Winter2021
66951,2022-01-23,22,4,72,2,2022-03-03,2022-03-11,0,8,Winter2021
32383,2022-01-23,15,5,1095,2,2022-03-02,2022-03-03,0,1,Winter2021
49220,2022-01-23,22,5,685,1,2022-02-11,2022-02-25,0,14,Winter2021
57888,2022-01-23,18,5,651,1,2022-02-17,2022-02-25,0,8,Winter2021
95878,2022-01-23,20,8,657,1,2022-02-04,2022-02-16,0,12,Winter2021
67008,2022-01-23,17,6,492,2,2022-02-03,2022-02-14,0,11,Winter2021
23759,2022-01-23,19,5,853,1,2022-01-24,2022-02-04,0,11,Winter2021
7271,2022-01-23,18,6,886,1,2022-02-23,2022-03-09,0,14,Winter2021
89158,2022-01-23,19,6,924,1,2022-02-16,2022-02-23,0,7,Winter2021
73530,2022-01-24,22,6,1196,1,2022-02-10,2022-02-14,0,4,Winter2021
11511,2022-01-24,14,8,518,1,2022-02-18,2022-03-01,0,11,Winter2021
78476,2022-01-24,23,5,748,1,2022-02-28,2022-03-10,0,10,Winter2021
43455,2022-01-24,20,6,553,2,2022-03-14,2022-03-28,0,14,Winter2021
88056,2022-01-24,13,6,1018,1,2022-02-08,2022-02-18,0,10,Winter2021
12053,2022-01-24,25,6,886,1,2022-02-22,2022-03-08,0,14,Winter2021
27725,2022-01-24,15,5,585,1,2022-02-09,2022-02-18,0,9,Winter2021
25841,2022-01-24,15,8,682,2,2022-02-17,2022-03-03,0,14,Winter2021
13331,2022-01-24,16,4,398,2,2022-01-25,2022-01-28,0,3,Winter2021
89340,2022-01-24,18,4,259,1,2022-03-02,2022-03-08,0,6,Winter2021
19475,2022-01-24,20,5,602,2,2022-03-07,2022-03-21,0,14,Winter2021
1539,2022-01-24,26,6,674,1,2022-02-24,2022-03-03,0,7,Winter2021
89205,2022-01-24,16,4,55,1,2022-02-14,2022-02-23,0,9,Winter2021
61224,2022-01-24,18,8,1211,2,2022-02-15,2022-02-16,0,1,Winter2021
29408,2022-01-24,17,5,1208,1,2022-01-28,2022-02-04,0,7,Winter2021
86575,2022-01-24,16,6,514,1,2022-03-02,2022-03-16,0,14,Winter2021
61863,2022-01-24,17,6,846,1,2022-02-10,2022-02-22,0,12,Winter2021
7635,2022-01-24,14,6,1209,2,2022-02-15,2022-02-23,0,8,Winter2021
7689,2022-01-24,18,6,933,2,2022-03-02,2022-03-14,0,12,Winter2021
51572,2022-01-25,18,4,222,1,2022-02-24,2022-02-28,0,4,Winter2021
58256,2022-01-25,22,4,149,1,2022-02-18,2022-03-02,0,12,Winter2021
58654,2022-01-25,19,8,771,1,2022-02-25,2022-03-01,0,4,Winter2021
58762,2022-01-25,22,8,577,1,2022-01-26,2022-01-31,0,5,Winter2021
36234,2022-01-25,16,6,866,2,2022-03-07,2022-03-21,0,14,Winter2021
36544,2022-01-25,19,4,269,1,2022-03-02,2022-03-07,0,5,Winter2021
7339,2022-01-25,17,4,53,1,2022-02-25,2022-03-09,0,12,Winter2021
37368,2022-01-25,15,5,1123,2,2022-03-01,2022-03-10,0,9,Winter2021
55797,2022-01-25,18,8,863,1,2022-03-07,2022-03-10,0,3,Winter2021
1419,2022-01-25,20,4,262,1,2022-03-08,2022-03-16,0,8,Winter2021
15025,2022-01-25,17,5,499,1,2022-02-22,2022-02-23,0,1,Winter2021
70411,2022-01-25,18,4,476,2,2022-02-09,2022-02-18,0,9,Winter2021
17771,2022-01-25,20,8,675,1,2022-02-24,2022-03-08,0,12,Winter2021
12372,2022-01-26,18,6,717,1,2022-03-03,2022-03-11,0,8,Winter2021
23029,2022-01-26,20,4,309,1,2022-02-25,2022-03-04,0,7,Winter2021
23018,2022-01-26,15,6,724,1,2022-02-07,2022-02-18,0,11,Winter2021
34815,2022-01-26,21,6,871,2,2022-03-08,2022-03-09,0,1,Winter2021
21474,2022-01-26,22,8,894,2,2022-02-22,2022-02-24,0,2,Winter2021
48166,2022-01-26,19,4,838,1,2022-03-10,2022-03-11,0,1,Winter2021
86979,2022-01-26,17,4,40,2,2022-03-09,2022-03-16,0,7,Winter2021
57148,2022-01-26,15,4,167,1,2022-01-27,2022-01-28,0,1,Winter2021
28879,2022-01-26,17,5,994,1,2022-02-22,2022-02-28,0,6,Winter2021
37803,2022-01-26,18,6,562,2,2022-01-27,2022-02-09,0,13,Winter2021
38494,2022-01-26,18,4,184,1,2022-02-16,2022-03-01,0,13,Winter2021
69969,2022-01-26,14,4,340,1,2022-03-02,2022-03-07,0,5,Winter2021
52971,2022-01-26,19,6,998,2,2022-02-17,2022-03-02,0,13,Winter2021
15365,2022-01-26,19,4,92,1,2022-02-09,2022-02-21,0,12,Winter2021
3024,2022-01-26,18,4,462,1,2022-03-08,2022-03-09,0,1,Winter2021
26457,2022-01-26,20,4,336,1,2022-02-23,2022-02-28,0,5,Winter2021
85592,2022-01-27,19,4,197,1,2022-03-02,2022-03-15,0,13,Winter2021
63045,2022-01-27,19,4,423,1,2022-02-15,2022-03-01,0,14,Winter2021
57779,2022-01-27,16,5,1178,1,2022-02-21,2022-02-22,0,1,Winter2021
8441,2022-01-27,18,4,107,1,2022-03-18,2022-03-25,0,7,Winter2021
62673,2022-01-27,22,8,948,1,2022-02-22,2022-03-03,0,9,Winter2021
19375,2022-01-27,19,7,929,1,2022-03-11,2022-03-23,0,12,Winter2021
67043,2022-01-27,19,4,329,1,2022-03-02,2022-03-14,0,12,Winter2021
18108,2022-01-27,18,4,63,1,2022-03-14,2022-03-17,0,3,Winter2021
75186,2022-01-27,20,4,452,1,2022-02-09,2022-02-17,0,8,Winter2021
43925,2022-01-27,23,4,64,2,2022-02-25,2022-03-03,0,6,Winter2021
62052,2022-01-27,18,5,913,1,2022-02-16,2022-02-23,0,7,Winter2021
81819,2022-01-27,14,4,464,2,2022-02-28,2022-03-10,0,10,Winter2021
7031,2022-01-27,16,4,143,1,2022-03-04,2022-03-15,0,11,Winter2021
56004,2022-01-27,17,8,1110,2,2022-03-14,2022-03-23,0,9,Winter2021
54467,2022-01-27,17,6,674,1,2022-02-24,2022-03-02,0,6,Winter2021
13087,2022-01-27,21,6,605,1,2022-02-11,2022-02-25,0,14,Winter2021
40758,2022-01-27,15,5,1128,1,2022-02-10,2022-02-24,0,14,Winter2021
631,2022-01-27,20,4,357,1,2022-03-07,2022-03-09,0,2,Winter2021
93887,2022-01-27,22,4,78,1,2022-03-01,2022-03-11,0,10,Winter2021
87992,2022-01-27,21,8,1220,1,2022-03-09,2022-03-23,0,14,Winter2021
32523,2022-01-27,18,4,452,1,2022-02-22,2022-03-08,0,14,Winter2021
28218,2022-01-28,17,5,567,1,2022-03-01,2022-03-15,0,14,Winter2021
58231,2022-01-28,18,4,310,1,2022-02-25,2022-03-10,0,13,Winter2021
78971,2022-01-28,18,5,811,1,2022-03-03,2022-03-11,0,8,Winter2021
1602,2022-01-28,23,5,704,1,2022-03-02,2022-03-10,0,8,Winter2021
88952,2022-01-28,16,4,11,1,2022-02-23,2022-03-07,0,12,Winter2021
70927,2022-01-28,15,4,97,1,2022-03-08,2022-03-15,0,7,Winter2021
10279,2022-01-28,18,4,359,1,2022-03-10,2022-03-18,0,8,Winter2021
57198,2022-01-28,15,5,1048,1,2022-02-17,2022-02-24,0,7,Winter2021
72825,2022-01-28,15,5,879,2,2022-03-09,2022-03-23,0,14,Winter2021
22292,2022-01-28,18,5,1130,1,2022-02-22,2022-02-23,0,1,Winter2021
85480,2022-01-28,22,4,299,1,2022-02-15,2022-03-01,0,14,Winter2021
28554,2022-01-28,20,6,633,1,2022-03-03,2022-03-14,0,11,Winter2021
2926,2022-01-28,15,6,916,1,2022-03-04,2022-03-09,0,5,Winter2021
9538,2022-01-28,13,5,1028,1,2022-03-11,2022-03-22,0,11,Winter2021
81061,2022-01-28,18,8,1091,1,2022-02-17,2022-02-21,0,4,Winter2021
79403,2022-01-28,10,5,567,1,2022-02-17,2022-02-24,0,7,Winter2021
73581,2022-01-28,10,6,1156,2,2022-03-07,2022-03-10,0,3,Winter2021
46420,2022-01-28,20,6,740,1,2022-02-21,2022-03-07,0,14,Winter2021
90103,2022-01-28,18,5,1199,1,2022-03-07,2022-03-18,0,11,Winter2021
5785,2022-01-28,14,8,1143,1,2022-03-11,2022-03-24,0,13,Winter2021
56648,2022-01-28,19,5,1009,1,2022-02-23,2022-03-04,0,9,Winter2021
98427,2022-01-28,24,6,1085,2,2022-02-28,2022-03-14,0,14,Winter2021
52026,2022-01-28,22,4,130,1,2022-03-11,2022-03-18,0,7,Winter2021
32178,2022-01-29,21,4,205,1,2022-02-22,2022-02-28,0,6,Winter2021
2867,2022-01-29,20,8,703,1,2022-02-23,2022-02-24,0,1,Winter2021
4077,2022-01-29,16,4,339,1,2022-03-01,2022-03-10,0,9,Winter2021
63009,2022-01-29,21,4,349,2,2022-02-14,2022-02-23,0,9,Winter2021
69369,2022-01-29,24,4,412,1,2022-02-17,2022-03-03,0,14,Winter2021
23807,2022-01-29,18,4,224,2,2022-03-03,2022-03-14,0,11,Winter2021
34398,2022-01-29,15,6,523,1,2022-03-15,2022-03-17,0,2,Winter2021
96067,2022-01-29,16,6,1174,1,2022-03-01,2022-03-08,0,7,Winter2021
11572,2022-01-29,22,4,353,1,2022-02-25,2022-03-11,0,14,Winter2021
28840,2022-01-29,23,4,1082,2,2022-02-08,2022-02-15,0,7,Winter2021
45384,2022-01-29,18,5,1030,1,2022-03-15,2022-03-28,0,13,Winter2021
80277,2022-01-29,20,5,1105,1,2022-02-28,2022-03-14,0,14,Winter2021
31039,2022-01-29,14,5,1165,2,2022-03-01,2022-03-09,0,8,Winter2021
71693,2022-01-29,19,6,1020,1,2022-03-04,2022-03-09,0,5,Winter2021
95006,2022-01-29,14,4,941,2,2022-02-21,2022-02-24,0,3,Winter2021
89216,2022-01-29,13,6,1115,1,2022-02-18,2022-02-24,0,6,Winter2021
74987,2022-01-29,22,5,837,2,2022-03-02,2022-03-16,0,14,Winter2021
83881,2022-01-29,11,6,580,1,2022-02-21,2022-02-23,0,2,Winter2021
72132,2022-01-29,20,4,148,2,2022-02-22,2022-03-01,0,7,Winter2021
91527,2022-01-29,22,6,559,1,2022-02-21,2022-02-28,0,7,Winter2021
72799,2022-01-29,15,4,447,1,2022-03-04,2022-03-11,0,7,Winter2021
36352,2022-01-29,18,5,696,1,2022-03-04,2022-03-16,0,12,Winter2021
68236,2022-01-29,16,4,308,2,2022-01-31,2022-02-02,0,2,Winter2021
36198,2022-01-29,16,8,1119,2,2022-01-31,2022-02-14,0,14,Winter2021
94693,2022-01-29,17,4,26,1,2022-02-16,2022-03-01,0,13,Winter2021
12706,2022-01-29,25,7,1112,1,2022-02-11,2022-02-24,0,13,Winter2021
99324,2022-01-29,21,8,510,1,2022-01-31,2022-02-09,0,9,Winter2021
32489,2022-01-29,16,5,745,1,2022-03-08,2022-03-11,0,3,Winter2021
5422,2022-01-30,17,4,217,1,2022-02-28,2022-03-04,0,4,Winter2021
95667,2022-01-30,21,6,912,2,2022-02-25,2022-03-04,0,7,Winter2021
95554,2022-01-30,18,5,745,1,2022-02-22,2022-02-28,0,6,Winter2021
99012,2022-01-30,17,8,721,2,2022-02-10,2022-02-23,0,13,Winter2021
89596,2022-01-30,11,4,444,2,2022-02-25,2022-03-11,0,14,Winter2021
86304,2022-01-30,19,8,802,1,2022-02-21,2022-02-22,0,1,Winter2021
44026,2022-01-30,17,5,1124,1,2022-02-10,2022-02-14,0,4,Winter2021
23883,2022-01-30,16,4,237,1,2022-03-08,2022-03-21,0,13,Winter2021
11756,2022-01-30,19,4,477,1,2022-03-22,2022-03-30,0,8,Winter2021
41537,2022-01-30,15,8,769,1,2022-02-08,2022-02-18,0,10,Winter2021
65427,2022-01-30,20,5,826,1,2022-02-21,2022-03-03,0,10,Winter2021
80139,2022-01-30,16,4,424,2,2022-03-24,2022-03-28,0,4,Winter2021
29624,2022-01-30,17,4,352,1,2022-03-04,2022-03-10,0,6,Winter2021
39042,2022-01-30,18,6,1174,1,2022-03-02,2022-03-04,0,2,Winter2021
79329,2022-01-30,18,4,487,1,2022-02-21,2022-03-07,0,14,Winter2021
83291,2022-01-30,24,4,365,2,2022-03-02,2022-03-04,0,2,Winter2021
50840,2022-01-30,16,5,1199,1,2022-02-14,2022-02-24,0,10,Winter2021
82138,2022-01-30,16,4,21,2,2022-01-31,2022-02-01,0,1,Winter2021
48842,2022-01-31,17,5,615,1,2022-02-23,2022-02-24,0,1,Winter2021
97797,2022-01-31,16,5,554,1,2022-02-24,2022-03-10,0,14,Winter2021
50688,2022-01-31,16,4,371,2,2022-03-02,2022-03-08,0,6,Winter2021
48742,2022-01-31,12,4,207,1,2022-03-04,2022-03-10,0,6,Winter2021
99332,2022-01-31,17,6,1070,1,2022-02-11,2022-02-17,0,6,Winter2021
4482,2022-01-31,15,8,1087,1,2022-03-04,2022-03-17,0,13,Winter2021
89437,2022-01-31,19,6,970,2,2022-02-24,2022-03-08,0,12,Winter2021
6542,2022-01-31,19,8,1185,2,2022-03-08,2022-03-22,0,14,Winter2021
87461,2022-01-31,16,6,531,1,2022-02-22,2022-03-02,0,8,Winter2021
5715,2022-01-31,14,4,17,1,2022-03-08,2022-03-21,0,13,Winter2021
47598,2022-01-31,14,4,359,1,2022-03-16,2022-03-29,0,13,Winter2021
72036,2022-01-31,15,4,403,1,2022-03-04,2022-03-10,0,6,Winter2021
87414,2022-01-31,17,4,8,1,2022-03-03,2022-03-09,0,6,Winter2021
94742,2022-01-31,24,4,105,1,2022-03-01,2022-03-14,0,13,Winter2021
7938,2022-01-31,18,6,1065,1,2022-03-02,2022-03-14,0,12,Winter2021
6460,2022-01-31,12,4,334,1,2022-02-25,2022-03-10,0,13,Winter2021
97510,2022-02-01,20,4,502,1,2022-02-28,2022-03-04,0,4,Winter2021
84383,2022-02-01,21,5,1040,1,2022-02-02,2022-02-10,0,8,Winter2021
57533,2022-02-01,15,8,533,1,2022-02-28,2022-03-03,0,3,Winter2021
62397,2022-02-01,17,4,63,1,2022-03-09,2022-03-23,0,14,Winter2021
9493,2022-02-01,17,7,730,1,2022-03-10,2022-03-16,0,6,Winter2021
12276,2022-02-01,22,6,507,1,2022-02-18,2022-02-28,0,10,Winter2021
11728,2022-02-01,18,6,1109,1,2022-02-25,2022-03-03,0,6,Winter2021
11583,2022-02-01,18,4,88,2,2022-02-23,2022-03-01,0,6,Winter2021
90529,2022-02-01,17,6,1019,1,2022-02-23,2022-02-28,0,5,Winter2021
26799,2022-02-01,18,6,790,1,2022-02-18,2022-03-04,0,14,Winter2021
45397,2022-02-01,22,5,858,1,2022-02-11,2022-02-14,0,3,Winter2021
38487,2022-02-01,17,8,963,1,2022-03-01,2022-03-08,0,7,Winter2021
46174,2022-02-01,23,4,171,2,2022-03-01,2022-03-03,0,2,Winter2021
31587,2022-02-01,19,4,105,1,2022-02-22,2022-03-04,0,10,Winter2021
49078,2022-02-01,23,6,679,1,2022-02-15,2022-02-18,0,3,Winter2021
74685,2022-02-01,14,4,113,2,2022-02-04,2022-02-17,0,13,Winter2021
75108,2022-02-01,14,4,76,1,2022-02-28,2022-03-10,0,10,Winter2021
53891,2022-02-01,21,4,40,1,2022-03-10,2022-03-17,0,7,Winter2021
60056,2022-02-02,18,4,186,1,2022-03-11,2022-03-25,0,14,Winter2021
52509,2022-02-02,22,5,972,1,2022-03-09,2022-03-17,0,8,Winter2021
44150,2022-02-02,21,6,579,1,2022-03-08,2022-03-17,0,9,Winter2021
76378,2022-02-02,16,6,946,1,2022-03-04,2022-03-10,0,6,Winter2021
43821,2022-02-02,17,4,352,1,2022-02-16,2022-03-02,0,14,Winter2021
87102,2022-02-02,15,8,493,1,2022-03-22,2022-03-23,0,1,Winter2021
54814,2022-02-02,21,4,139,1,2022-02-18,2022-02-23,0,5,Winter2021
73579,2022-02-02,13,4,147,1,2022-03-01,2022-03-11,0,10,Winter2021
67052,2022-02-02,19,6,1205,1,2022-03-02,2022-03-03,0,1,Winter2021
58132,2022-02-02,15,6,909,1,2022-03-01,2022-03-10,0,9,Winter2021
17425,2022-02-02,19,4,426,1,2022-03-16,2022-03-29,0,13,Winter2021
59290,2022-02-02,16,6,649,1,2022-02-14,2022-02-23,0,9,Winter2021
18883,2022-02-02,19,8,795,2,2022-03-10,2022-03-14,0,4,Winter2021
36861,2022-02-02,16,4,838,2,2022-02-28,2022-03-10,0,10,Winter2021
39797,2022-02-02,14,8,900,1,2022-02-23,2022-03-07,0,12,Winter2021
68426,2022-02-02,20,8,637,1,2022-03-18,2022-03-23,0,5,Winter2021
35504,2022-02-02,18,4,448,1,2022-02-03,2022-02-08,0,5,Winter2021
7419,2022-02-02,15,4,434,1,2022-02-25,2022-03-08,0,11,Winter2021
27055,2022-02-02,20,4,3,1,2022-02-28,2022-03-08,0,8,Winter2021
98586,2022-02-02,22,6,992,1,2022-03-17,2022-03-28,0,11,Winter2021
27642,2022-02-02,18,4,475,1,2022-03-08,2022-03-17,0,9,Winter2021
59110,2022-02-03,15,4,294,1,2022-03-16,2022-03-29,0,13,Winter2021
1212,2022-02-03,20,5,1176,1,2022-03-08,2022-03-17,0,9,Winter2021
37797,2022-02-03,17,4,100,1,2022-03-01,2022-03-02,0,1,Winter2021
18094,2022-02-03,25,4,237,2,2022-03-01,2022-03-14,0,13,Winter2021
6601,2022-02-03,16,6,1100,1,2022-02-23,2022-02-25,0,2,Winter2021
79560,2022-02-03,19,4,164,1,2022-02-17,2022-03-02,0,13,Winter2021
39396,2022-02-03,17,4,214,2,2022-02-25,2022-03-01,0,4,Winter2021
31120,2022-02-03,20,4,311,1,2022-03-02,2022-03-16,0,14,Winter2021
41409,2022-02-03,20,4,448,1,2022-03-04,2022-03-16,0,12,Winter2021
