,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season,CustomerCountry,CustomerName
181,2022-01-12,20,4,349,1,2022-02-25,2022-03-07,0,10,Winter2021,Germany,"Wisoky, Walter and Purdy"
64974,2022-01-12,20,6,921,1,2022-02-23,2022-03-04,0,9,Winter2021,Portugal,Howe-Jacobson
75328,2022-01-12,16,4,297,2,2022-02-14,2022-02-25,0,11,Winter2021,Germany,Nikolaus-Nicolas
90911,2022-01-12,17,4,429,2,2022-02-10,2022-02-11,0,1,Winter2021,Germany,Moen-Zboncak
62469,2022-01-12,24,8,618,1,2022-01-25,2022-02-01,0,7,Winter2021,Sweden,"Koss, Johnston and Kub"
1098,2022-01-12,21,4,362,1,2022-02-14,2022-02-15,0,1,Winter2021,Belgium,Turner LLC
28186,2022-01-13,16,4,3,1,2022-02-21,2022-02-28,0,7,Winter2021,Germany,Becker-Heller
56594,2022-01-13,12,4,202,2,2022-01-14,2022-01-20,0,6,Winter2021,Germany,Willms Group
37663,2022-01-13,23,5,669,1,2022-02-08,2022-02-21,0,13,Winter2021,Czech Republic,"Pacocha, Daniel and Bartell"
56160,2022-01-13,20,4,380,2,2022-03-02,2022-03-07,0,5,Winter2021,Germany,Grant-Willms
96960,2022-01-13,14,8,1132,2,2022-02-14,2022-02-18,0,4,Winter2021,Sweden,Ward-Rowe
5607,2022-01-13,18,4,361,1,2022-02-03,2022-02-11,0,8,Winter2021,Germany,Konopelski LLC
58102,2022-01-13,14,6,523,1,2022-02-09,2022-02-14,0,5,Winter2021,Croatia,Donnelly Group
46524,2022-01-13,17,5,960,1,2022-02-14,2022-02-17,0,3,Winter2021,Czech Republic,Parisian Inc
6298,2022-01-13,15,6,1115,1,2022-02-14,2022-02-15,0,1,Winter2021,France,Nienow-Simonis
50631,2022-01-13,17,5,1181,1,2022-02-14,2022-02-17,0,3,Winter2021,Greece,"Funk, Hayes and Cassin"
10114,2022-01-13,10,4,18,1,2022-02-15,2022-02-18,0,3,Winter2021,Germany,Jast-West
36788,2022-01-13,15,8,590,1,2022-02-07,2022-02-17,0,10,Winter2021,Lithuania,Cummings-Runolfsdottir
59187,2022-01-13,19,5,748,1,2022-01-27,2022-02-09,0,13,Winter2021,Czech Republic,Weimann-Brown
47530,2022-01-13,20,4,263,2,2022-02-10,2022-02-17,0,7,Winter2021,Germany,Dare and Sons
65396,2022-01-13,13,8,673,1,2022-02-23,2022-03-02,0,7,Winter2021,Sweden,"Cummings, Dickinson and McDermott"
69795,2022-01-13,15,4,199,2,2022-02-14,2022-02-25,0,11,Winter2021,Germany,Fritsch-Harber
71563,2022-01-13,17,8,819,1,2022-02-10,2022-02-24,0,14,Winter2021,Sweden,Heidenreich-Stracke
67373,2022-01-13,24,4,450,1,2022-02-07,2022-02-09,0,2,Winter2021,Germany,Ziemann-Murray
79200,2022-01-13,22,4,135,1,2022-02-15,2022-03-01,0,14,Winter2021,Germany,"Runolfsdottir, Erdman and Wintheiser"
73663,2022-01-13,18,4,57,1,2022-02-09,2022-02-16,0,7,Winter2021,Germany,Runte-Vandervort
89334,2022-01-13,18,6,921,1,2022-02-16,2022-02-18,0,2,Winter2021,Portugal,Howe-Jacobson
14016,2022-01-14,16,4,180,1,2022-01-26,2022-02-08,0,13,Winter2021,Germany,Roberts LLC
15491,2022-01-14,23,4,351,1,2022-02-17,2022-03-02,0,13,Winter2021,Germany,Waters LLC
77009,2022-01-14,20,8,617,1,2022-02-04,2022-02-16,0,12,Winter2021,Sweden,"Grimes, Leffler and Wuckert"
95645,2022-01-14,18,5,687,1,2022-02-23,2022-02-24,0,1,Winter2021,Greece,Lubowitz-Bosco
4380,2022-01-14,20,5,1030,1,2022-02-25,2022-03-11,0,14,Winter2021,Poland,Reichert-Leuschke
97631,2022-01-14,19,5,593,1,2022-02-22,2022-02-28,0,6,Winter2021,Poland,"Reynolds, Rohan and Raynor"
94823,2022-01-14,17,6,984,2,2022-03-03,2022-03-04,0,1,Winter2021,Portugal,Greenfelder-Luettgen
33445,2022-01-14,18,4,65,1,2022-02-23,2022-03-02,0,7,Winter2021,Germany,Aufderhar Group
2278,2022-01-14,20,4,79,1,2022-02-01,2022-02-14,0,13,Winter2021,Germany,"Dooley, Legros and Fritsch"
48336,2022-01-14,21,4,151,2,2022-02-01,2022-02-02,0,1,Winter2021,Belgium,"Connelly, Bins and Huel"
28453,2022-01-14,19,5,646,2,2022-02-25,2022-03-10,0,13,Winter2021,Hungary,Ward LLC
28909,2022-01-14,21,8,511,1,2022-02-18,2022-02-22,0,4,Winter2021,Sweden,"Powlowski, Spencer and Raynor"
87766,2022-01-14,13,6,916,1,2022-02-21,2022-03-07,0,14,Winter2021,Portugal,Wintheiser-Wilderman
64151,2022-01-14,18,6,1114,1,2022-02-25,2022-03-11,0,14,Winter2021,France,Bradtke-Purdy
98966,2022-01-14,17,8,1007,1,2022-02-09,2022-02-17,0,8,Winter2021,Sweden,"Steuber, Johnston and Bahringer"
8358,2022-01-14,19,6,629,1,2022-02-11,2022-02-24,0,13,Winter2021,France,Schroeder-Sanford
83570,2022-01-14,13,4,124,1,2022-02-14,2022-02-17,0,3,Winter2021,Belgium,Legros Group
8876,2022-01-15,19,4,111,1,2022-02-07,2022-02-15,0,8,Winter2021,Germany,"Jaskolski, Wiegand and Dickens"
26800,2022-01-15,18,8,634,1,2022-03-04,2022-03-11,0,7,Winter2021,Sweden,Aufderhar-Larkin
57321,2022-01-15,22,4,353,2,2022-02-07,2022-02-16,0,9,Winter2021,Germany,Kerluke Inc
89540,2022-01-15,21,4,179,1,2022-02-24,2022-03-02,0,6,Winter2021,Germany,DuBuque and Sons
94809,2022-01-15,16,5,975,1,2022-01-19,2022-01-28,0,9,Winter2021,Poland,Willms-Lockman
33093,2022-01-15,15,4,76,1,2022-02-11,2022-02-14,0,3,Winter2021,Germany,Nicolas and Sons
34402,2022-01-15,16,5,803,1,2022-02-16,2022-02-24,0,8,Winter2021,Czech Republic,Lueilwitz-Goyette
36187,2022-01-15,17,5,1016,1,2022-02-07,2022-02-17,0,10,Winter2021,Czech Republic,"MacGyver, O'Kon and Anderson"
93763,2022-01-15,20,4,413,1,2022-02-16,2022-02-21,0,5,Winter2021,Germany,Toy-Grant
40948,2022-01-15,19,6,492,2,2022-03-14,2022-03-25,0,11,Winter2021,France,"Satterfield, Wuckert and Anderson"
41804,2022-01-15,24,6,1226,1,2022-02-17,2022-02-23,0,6,Winter2021,Portugal,"Pacocha, Powlowski and Runte"
71000,2022-01-15,18,5,799,2,2022-02-25,2022-03-03,0,6,Winter2021,Greece,Russel Group
52614,2022-01-15,21,4,228,1,2022-02-14,2022-02-25,0,11,Winter2021,Belgium,Considine-Conroy
89130,2022-01-15,20,6,990,1,2022-02-18,2022-03-03,0,13,Winter2021,France,"Hintz, Tromp and Hilpert"
25752,2022-01-15,22,6,709,1,2022-02-15,2022-02-16,0,1,Winter2021,France,"Ziemann, Kiehn and Kovacek"
50972,2022-01-15,20,6,740,1,2022-02-08,2022-02-11,0,3,Winter2021,France,Herman and Sons
97937,2022-01-15,20,5,1042,1,2022-02-07,2022-02-16,0,9,Winter2021,Poland,"Dietrich, Cummerata and O'Hara"
81415,2022-01-16,14,5,1039,1,2022-01-21,2022-01-26,0,5,Winter2021,Poland,Schinner-Lueilwitz
63307,2022-01-16,21,6,875,2,2022-02-11,2022-02-14,0,3,Winter2021,Portugal,Kuvalis-Cruickshank
95926,2022-01-16,17,4,206,2,2022-02-10,2022-02-24,0,14,Winter2021,Germany,"Jenkins, Langworth and Mitchell"
90066,2022-01-16,16,8,1131,2,2022-03-15,2022-03-22,0,7,Winter2021,Sweden,"Price, Cruickshank and Hodkiewicz"
77860,2022-01-16,18,8,830,1,2022-02-16,2022-02-28,0,12,Winter2021,Sweden,Upton and Sons
85632,2022-01-16,22,5,1030,1,2022-02-09,2022-02-16,0,7,Winter2021,Poland,Reichert-Leuschke
32528,2022-01-16,19,8,590,1,2022-02-04,2022-02-10,0,6,Winter2021,Lithuania,Cummings-Runolfsdottir
61539,2022-01-16,15,6,991,1,2022-02-15,2022-02-22,0,7,Winter2021,Croatia,"Kihn, Little and Sawayn"
34435,2022-01-16,21,6,528,1,2022-02-15,2022-02-22,0,7,Winter2021,France,Medhurst LLC
37554,2022-01-16,21,4,481,1,2022-01-27,2022-01-31,0,4,Winter2021,Germany,Lesch-Carter
54642,2022-01-16,18,6,671,1,2022-02-03,2022-02-17,0,14,Winter2021,Croatia,Pfeffer-Will
95697,2022-01-16,19,6,1160,1,2022-01-24,2022-01-31,0,7,Winter2021,Portugal,"Schmitt, Walter and Glover"
53627,2022-01-16,13,6,924,1,2022-02-03,2022-02-08,0,5,Winter2021,Slovenia,Boyle-Mosciski
86903,2022-01-16,19,6,740,1,2022-02-22,2022-02-28,0,6,Winter2021,France,Herman and Sons
92547,2022-01-16,16,4,458,1,2022-02-14,2022-02-25,0,11,Winter2021,Germany,Stoltenberg-Crooks
15716,2022-01-16,19,6,854,1,2022-02-21,2022-02-23,0,2,Winter2021,France,Hermiston-Wunsch
89573,2022-01-16,17,4,25,1,2022-02-10,2022-02-23,0,13,Winter2021,Germany,Crooks and Sons
18595,2022-01-16,25,8,1101,1,2022-02-18,2022-02-21,0,3,Winter2021,Sweden,"Nikolaus, Carroll and Corkery"
51788,2022-01-17,17,4,253,1,2022-02-23,2022-03-09,0,14,Winter2021,Germany,Jacobson Group
62229,2022-01-17,18,4,142,1,2022-03-03,2022-03-16,0,13,Winter2021,Germany,"Boehm, Parker and Glover"
57032,2022-01-17,14,5,503,1,2022-03-01,2022-03-10,0,9,Winter2021,Poland,Larkin-Murazik
82426,2022-01-17,12,4,368,2,2022-02-03,2022-02-09,0,6,Winter2021,Germany,"Nikolaus, McCullough and Schimmel"
32223,2022-01-17,14,7,1012,2,2022-02-14,2022-02-16,0,2,Winter2021,United Kingdom,Reinger and Sons
40500,2022-01-17,20,5,762,1,2022-02-16,2022-02-25,0,9,Winter2021,Czech Republic,"Dooley, Littel and Grady"
82226,2022-01-17,17,4,452,1,2022-02-16,2022-03-02,0,14,Winter2021,Germany,Luettgen-Nikolaus
73200,2022-01-17,19,8,648,2,2022-02-25,2022-03-09,0,12,Winter2021,Sweden,Tromp Inc
89915,2022-01-17,19,4,12,1,2022-02-07,2022-02-21,0,14,Winter2021,Germany,"Quitzon, Walter and Kessler"
93381,2022-01-17,15,4,17,1,2022-02-01,2022-02-10,0,9,Winter2021,Belgium,"Veum, Mante and Will"
26051,2022-01-17,12,6,846,2,2022-02-15,2022-02-25,0,10,Winter2021,Croatia,Upton Inc
38464,2022-01-17,11,6,668,1,2022-02-25,2022-03-03,0,6,Winter2021,Spain,"Tremblay, Bauch and Fritsch"
39812,2022-01-17,14,8,1106,2,2022-02-28,2022-03-02,0,2,Winter2021,Sweden,"Rutherford, Kuvalis and Nader"
598,2022-01-17,17,5,820,1,2022-03-07,2022-03-18,0,11,Winter2021,Czech Republic,"Mante, Deckow and Rosenbaum"
55537,2022-01-17,26,5,741,2,2022-02-10,2022-02-14,0,4,Winter2021,Czech Republic,Conn Inc
74660,2022-01-17,18,6,1094,2,2022-02-04,2022-02-11,0,7,Winter2021,Croatia,Kiehn Inc
23032,2022-01-17,13,6,627,1,2022-02-10,2022-02-16,0,6,Winter2021,France,Cremin-Lindgren
19931,2022-01-17,19,4,18,1,2022-02-11,2022-02-18,0,7,Winter2021,Germany,Jast-West
22788,2022-01-17,15,8,988,1,2022-02-22,2022-03-01,0,7,Winter2021,Lithuania,Kuvalis-Bahringer
16478,2022-01-17,19,4,287,1,2022-02-15,2022-02-22,0,7,Winter2021,Germany,"Lowe, Moen and Schmeler"
59913,2022-01-17,13,8,922,1,2022-02-14,2022-02-16,0,2,Winter2021,Latvia,Willms-Rau
22820,2022-01-17,19,5,1128,1,2022-02-25,2022-03-02,0,5,Winter2021,Czech Republic,"Bode, Ullrich and Gutmann"
58173,2022-01-17,16,5,1039,2,2022-02-10,2022-02-17,0,7,Winter2021,Poland,Schinner-Lueilwitz
84074,2022-01-17,19,5,615,2,2022-02-07,2022-02-08,0,1,Winter2021,Czech Republic,Ernser and Sons
95714,2022-01-17,20,8,518,1,2022-01-27,2022-02-04,0,8,Winter2021,Finland,"Hand, Turner and Sporer"
11115,2022-01-18,19,5,732,1,2022-03-03,2022-03-17,0,14,Winter2021,Czech Republic,"Dibbert, Kerluke and Tillman"
85905,2022-01-18,17,5,1204,1,2022-02-15,2022-02-24,0,9,Winter2021,Czech Republic,Fay and Sons
24869,2022-01-18,17,8,841,1,2022-02-02,2022-02-03,0,1,Winter2021,Sweden,"Torphy, Hamill and Davis"
2876,2022-01-18,20,4,441,1,2022-02-16,2022-02-18,0,2,Winter2021,Germany,"Lueilwitz, Ondricka and Altenwerth"
37354,2022-01-18,12,4,40,1,2022-02-03,2022-02-04,0,1,Winter2021,Germany,Carroll-Feest
92012,2022-01-18,15,6,736,1,2022-03-01,2022-03-11,0,10,Winter2021,Slovenia,"Rosenbaum, Kihn and Emard"
98080,2022-01-18,19,4,142,1,2022-03-07,2022-03-10,0,3,Winter2021,Germany,"Boehm, Parker and Glover"
71622,2022-01-18,18,4,444,1,2022-02-04,2022-02-14,0,10,Winter2021,Germany,Lindgren Group
78705,2022-01-18,20,4,461,1,2022-03-04,2022-03-10,0,6,Winter2021,Germany,West LLC
99888,2022-01-18,16,4,17,1,2022-02-18,2022-02-25,0,7,Winter2021,Belgium,"Veum, Mante and Will"
75012,2022-01-18,19,4,319,2,2022-01-19,2022-01-28,0,9,Winter2021,Germany,"Crona, Howell and Bogan"
742,2022-01-18,24,4,425,1,2022-02-15,2022-02-24,0,9,Winter2021,Germany,Harvey Group
15497,2022-01-18,17,4,119,1,2022-02-25,2022-03-03,0,6,Winter2021,Germany,Brekke-Fritsch
4751,2022-01-18,20,6,557,2,2022-02-08,2022-02-15,0,7,Winter2021,France,Grimes LLC
85027,2022-01-19,17,8,552,1,2022-02-17,2022-02-24,0,7,Winter2021,Sweden,Mayer Group
54381,2022-01-19,17,6,790,1,2022-02-07,2022-02-17,0,10,Winter2021,France,Little and Sons
84702,2022-01-19,18,8,1143,1,2022-02-25,2022-03-03,0,6,Winter2021,Sweden,Dickinson LLC
71897,2022-01-19,15,5,1011,2,2022-02-15,2022-02-23,0,8,Winter2021,Greece,Waelchi-Tromp
7692,2022-01-19,18,6,902,1,2022-03-03,2022-03-11,0,8,Winter2021,France,Cartwright-Kutch
46819,2022-01-19,26,6,967,1,2022-02-21,2022-03-07,0,14,Winter2021,France,Kuhn Inc
4418,2022-01-19,19,6,859,2,2022-02-25,2022-03-11,0,14,Winter2021,France,Bartell-Bayer
65700,2022-01-19,24,4,51,1,2022-02-14,2022-02-23,0,9,Winter2021,Germany,Padberg Inc
92466,2022-01-19,14,4,425,1,2022-03-04,2022-03-15,0,11,Winter2021,Germany,Harvey Group
53285,2022-01-19,14,6,621,1,2022-02-10,2022-02-17,0,7,Winter2021,France,Collins Inc
4356,2022-01-19,17,5,960,1,2022-02-04,2022-02-17,0,13,Winter2021,Czech Republic,Parisian Inc
99283,2022-01-19,13,5,702,1,2022-03-02,2022-03-03,0,1,Winter2021,Czech Republic,Carroll-Doyle
42171,2022-01-19,15,4,195,1,2022-01-31,2022-02-10,0,10,Winter2021,Germany,McCullough LLC
87223,2022-01-19,20,4,812,1,2022-02-21,2022-03-04,0,11,Winter2021,Netherlands,Larkin Group
42550,2022-01-19,19,8,607,1,2022-02-14,2022-02-28,0,14,Winter2021,Sweden,Corkery-Armstrong
53976,2022-01-19,15,8,618,1,2022-03-08,2022-03-11,0,3,Winter2021,Sweden,"Koss, Johnston and Kub"
85077,2022-01-19,20,8,1220,1,2022-02-08,2022-02-16,0,8,Winter2021,Sweden,"McGlynn, Crooks and Runolfsdottir"
55506,2022-01-19,21,4,231,1,2022-01-20,2022-02-03,0,14,Winter2021,Germany,O'Conner-Stokes
29884,2022-01-19,17,4,326,2,2022-02-17,2022-03-02,0,13,Winter2021,Germany,Jacobson-Strosin
4320,2022-01-19,15,5,1183,1,2022-01-17,2022-01-24,0,7,Winter2021,Poland,Johns Group
33987,2022-01-19,19,8,751,1,2022-02-25,2022-03-02,0,5,Winter2021,Sweden,Nader-Tremblay
1054,2022-01-19,13,4,345,1,2022-02-28,2022-03-02,0,2,Winter2021,Germany,Borer Inc
20150,2022-01-19,14,5,575,1,2022-02-07,2022-02-09,0,2,Winter2021,Hungary,"Wyman, Hoppe and Jacobi"
49535,2022-01-20,19,4,65,1,2022-02-11,2022-02-15,0,4,Winter2021,Germany,Aufderhar Group
90120,2022-01-20,21,8,889,1,2022-02-21,2022-03-07,0,14,Winter2021,Sweden,"Kertzmann, Padberg and Goldner"
25124,2022-01-20,16,8,511,1,2022-02-24,2022-03-01,0,5,Winter2021,Sweden,"Powlowski, Spencer and Raynor"
97766,2022-01-20,26,4,47,1,2022-02-24,2022-03-08,0,12,Winter2021,Germany,Connelly-Glover
26964,2022-01-20,17,4,232,2,2022-02-23,2022-03-09,0,14,Winter2021,Germany,Buckridge Group
46136,2022-01-20,10,5,1011,1,2022-02-10,2022-02-22,0,12,Winter2021,Greece,Waelchi-Tromp
90102,2022-01-20,15,5,942,1,2022-03-02,2022-03-04,0,2,Winter2021,Czech Republic,Ledner-Gerlach
70878,2022-01-20,22,6,517,1,2022-03-08,2022-03-14,0,6,Winter2021,France,"Willms, Lockman and Larkin"
9784,2022-01-20,18,4,475,1,2022-02-10,2022-02-18,0,8,Winter2021,Germany,Nolan-Rippin
4910,2022-01-20,14,5,624,1,2022-02-17,2022-02-22,0,5,Winter2021,Greece,Dach and Sons
23366,2022-01-20,20,8,851,1,2022-01-21,2022-01-26,0,5,Winter2021,Finland,"Sanford, Jacobson and Dare"
79953,2022-01-20,24,6,946,2,2022-02-10,2022-02-11,0,1,Winter2021,Portugal,"Price, Homenick and Hayes"
21091,2022-01-20,10,6,974,1,2022-02-14,2022-02-22,0,8,Winter2021,Portugal,White-Leannon
66207,2022-01-20,21,4,463,1,2022-02-17,2022-03-02,0,13,Winter2021,Belgium,Brekke-Smith
71661,2022-01-20,17,6,636,1,2022-02-24,2022-02-28,0,4,Winter2021,France,Howell-Keeling
18405,2022-01-20,18,6,605,1,2022-02-09,2022-02-14,0,5,Winter2021,France,Wilkinson and Sons
78251,2022-01-20,17,6,1014,1,2022-02-22,2022-03-08,0,14,Winter2021,Portugal,Kutch-Watsica
41429,2022-01-20,21,6,834,2,2022-02-09,2022-02-11,0,2,Winter2021,France,Swift-Herzog
11065,2022-01-20,16,4,345,1,2022-03-02,2022-03-09,0,7,Winter2021,Germany,Borer Inc
78140,2022-01-20,16,5,857,1,2022-02-15,2022-02-28,0,13,Winter2021,Poland,"Cummerata, Schroeder and Paucek"
41337,2022-01-20,18,5,1076,1,2022-02-11,2022-02-17,0,6,Winter2021,Czech Republic,Dietrich Group
77328,2022-01-21,18,4,72,1,2022-02-22,2022-02-25,0,3,Winter2021,Germany,Towne-Weber
28535,2022-01-21,18,4,455,2,2022-02-22,2022-02-25,0,3,Winter2021,Belgium,Skiles and Sons
23677,2022-01-21,20,5,982,1,2022-02-16,2022-02-18,0,2,Winter2021,Poland,Bechtelar LLC
64140,2022-01-21,24,4,428,1,2022-02-11,2022-02-15,0,4,Winter2021,Germany,"Bahringer, Zulauf and Will"
27576,2022-01-21,12,4,369,1,2022-02-21,2022-03-02,0,9,Winter2021,Germany,"Schmeler, Miller and Barrows"
83147,2022-01-21,20,5,833,1,2022-02-18,2022-02-24,0,6,Winter2021,Greece,Stamm-Bogisich
88507,2022-01-21,18,5,1204,1,2022-02-01,2022-02-08,0,7,Winter2021,Czech Republic,Fay and Sons
49697,2022-01-21,16,5,1135,1,2022-02-24,2022-03-02,0,6,Winter2021,Greece,Cassin-Reynolds
88076,2022-01-21,18,4,212,2,2022-02-15,2022-02-23,0,8,Winter2021,Germany,Gibson and Sons
48351,2022-01-21,20,5,567,2,2022-02-22,2022-02-24,0,2,Winter2021,Czech Republic,Stehr-McDermott
81470,2022-01-21,21,4,223,1,2022-02-25,2022-02-28,0,3,Winter2021,Germany,Kertzmann Inc
2313,2022-01-21,18,8,1051,1,2022-02-15,2022-03-01,0,14,Winter2021,Finland,Macejkovic-Bergnaum
38104,2022-01-21,22,6,707,2,2022-02-18,2022-02-22,0,4,Winter2021,France,Lowe Group
64097,2022-01-21,14,5,975,1,2022-02-18,2022-02-23,0,5,Winter2021,Poland,Willms-Lockman
57470,2022-01-21,15,8,1060,1,2022-01-27,2022-01-28,0,1,Winter2021,Lithuania,"Stehr, McClure and Ferry"
56038,2022-01-21,16,6,1062,1,2022-02-24,2022-03-09,0,13,Winter2021,Croatia,"Howe, Baumbach and Jenkins"
54990,2022-01-21,11,4,7,1,2022-03-10,2022-03-24,0,14,Winter2021,Germany,Schaden-Kessler
69453,2022-01-22,17,5,735,2,2022-03-04,2022-03-07,0,3,Winter2021,Czech Republic,Hayes Inc
65364,2022-01-22,17,5,1024,1,2022-02-24,2022-03-02,0,6,Winter2021,Czech Republic,"Casper, Beatty and Lehner"
78243,2022-01-22,14,4,449,1,2022-02-14,2022-02-22,0,8,Winter2021,Germany,Dicki-Goodwin
84603,2022-01-22,14,4,35,1,2022-02-08,2022-02-18,0,10,Winter2021,Germany,Walker-Deckow
98750,2022-01-22,14,6,681,1,2022-03-01,2022-03-08,0,7,Winter2021,Slovenia,"Willms, Stoltenberg and Miller"
23172,2022-01-22,13,5,1009,1,2022-02-16,2022-03-01,0,13,Winter2021,Greece,Quitzon Group
23828,2022-01-22,18,6,933,1,2022-02-21,2022-03-01,0,8,Winter2021,Portugal,Schaefer LLC
59042,2022-01-22,21,6,937,1,2022-01-24,2022-02-03,0,10,Winter2021,Portugal,"Fay, Hagenes and Dare"
250,2022-01-22,19,6,905,2,2022-02-24,2022-03-09,0,13,Winter2021,France,Hermann LLC
2859,2022-01-22,14,6,507,2,2022-02-17,2022-03-03,0,14,Winter2021,Croatia,"Fay, Senger and Rau"
68039,2022-01-22,19,5,1102,1,2022-02-16,2022-03-02,0,14,Winter2021,Greece,"O'Hara, McKenzie and Rutherford"
60727,2022-01-22,16,5,1000,1,2022-02-23,2022-03-09,0,14,Winter2021,Czech Republic,"Miller, Kuhn and Waelchi"
30154,2022-01-22,17,8,819,1,2022-02-15,2022-02-25,0,10,Winter2021,Sweden,Heidenreich-Stracke
13980,2022-01-22,18,8,939,2,2022-02-11,2022-02-21,0,10,Winter2021,Sweden,Ernser-Christiansen
37472,2022-01-22,20,4,360,1,2022-02-01,2022-02-08,0,7,Winter2021,Germany,Grimes Inc
65520,2022-01-22,27,5,701,1,2022-03-03,2022-03-16,0,13,Winter2021,Greece,"Bashirian, VonRueden and Graham"
62494,2022-01-22,24,5,696,1,2022-02-21,2022-02-22,0,1,Winter2021,Greece,Feest LLC
42022,2022-01-23,16,4,80,1,2022-03-15,2022-03-16,0,1,Winter2021,Germany,Strosin LLC
16961,2022-01-23,17,4,82,1,2022-02-04,2022-02-09,0,5,Winter2021,Germany,Hartmann and Sons
72099,2022-01-23,14,6,1209,2,2022-02-24,2022-02-25,0,1,Winter2021,Croatia,"Tremblay, Roob and Rolfson"
52028,2022-01-23,16,6,592,2,2022-02-10,2022-02-15,0,5,Winter2021,France,West-Ondricka
99576,2022-01-23,18,8,694,1,2022-02-15,2022-02-25,0,10,Winter2021,Norway,Heaney-Emard
70708,2022-01-23,15,4,297,1,2022-02-24,2022-03-02,0,6,Winter2021,Germany,Nikolaus-Nicolas
43540,2022-01-23,15,4,61,1,2022-02-01,2022-02-02,0,1,Winter2021,Germany,"Walker, Stracke and Bechtelar"
7751,2022-01-23,12,5,831,1,2022-02-14,2022-02-24,0,10,Winter2021,Czech Republic,Wyman-Hackett
79071,2022-01-23,20,6,698,1,2022-03-02,2022-03-11,0,9,Winter2021,France,Roberts Inc
90268,2022-01-23,19,4,426,2,2022-02-18,2022-02-24,0,6,Winter2021,Germany,"Ward, Sauer and Conn"
81317,2022-01-23,17,6,1070,1,2022-02-18,2022-03-03,0,13,Winter2021,France,Abbott-Hintz
39400,2022-01-23,13,4,185,1,2022-02-28,2022-03-01,0,1,Winter2021,Germany,Jerde Group
19678,2022-01-23,13,6,797,1,2022-02-25,2022-03-11,0,14,Winter2021,Italy,Wolf-Schinner
88018,2022-01-23,21,4,233,2,2022-02-21,2022-02-24,0,3,Winter2021,Germany,O'Connell-Rosenbaum
63656,2022-01-23,16,4,445,1,2022-02-08,2022-02-17,0,9,Winter2021,Germany,West-VonRueden
66951,2022-01-23,22,4,72,2,2022-03-03,2022-03-11,0,8,Winter2021,Germany,Towne-Weber
32383,2022-01-23,15,5,1095,2,2022-03-02,2022-03-03,0,1,Winter2021,Poland,"Blick, Frami and Schiller"
49220,2022-01-23,22,5,685,1,2022-02-11,2022-02-25,0,14,Winter2021,Czech Republic,Price Inc
57888,2022-01-23,18,5,651,1,2022-02-17,2022-02-25,0,8,Winter2021,Czech Republic,"Toy, Sanford and Bartell"
95878,2022-01-23,20,8,657,1,2022-02-04,2022-02-16,0,12,Winter2021,Sweden,Hamill-Stamm
67008,2022-01-23,17,6,492,2,2022-02-03,2022-02-14,0,11,Winter2021,France,"Satterfield, Wuckert and Anderson"
23759,2022-01-23,19,5,853,1,2022-01-24,2022-02-04,0,11,Winter2021,Czech Republic,"Waelchi, Bogisich and Kunde"
7271,2022-01-23,18,6,886,1,2022-02-23,2022-03-09,0,14,Winter2021,France,Wisozk-Schuster
89158,2022-01-23,19,6,924,1,2022-02-16,2022-02-23,0,7,Winter2021,Slovenia,Boyle-Mosciski
73530,2022-01-24,22,6,1196,1,2022-02-10,2022-02-14,0,4,Winter2021,Portugal,Rempel and Sons
11511,2022-01-24,14,8,518,1,2022-02-18,2022-03-01,0,11,Winter2021,Finland,"Hand, Turner and Sporer"
78476,2022-01-24,23,5,748,1,2022-02-28,2022-03-10,0,10,Winter2021,Czech Republic,Weimann-Brown
43455,2022-01-24,20,6,553,2,2022-03-14,2022-03-28,0,14,Winter2021,Slovenia,"Quigley, Rolfson and Bernhard"
88056,2022-01-24,13,6,1018,1,2022-02-08,2022-02-18,0,10,Winter2021,Slovenia,Cummerata-Collins
12053,2022-01-24,25,6,886,1,2022-02-22,2022-03-08,0,14,Winter2021,France,Wisozk-Schuster
27725,2022-01-24,15,5,585,1,2022-02-09,2022-02-18,0,9,Winter2021,Greece,Bernier Group
25841,2022-01-24,15,8,682,2,2022-02-17,2022-03-03,0,14,Winter2021,Finland,Muller Group
13331,2022-01-24,16,4,398,2,2022-01-25,2022-01-28,0,3,Winter2021,Germany,"Vandervort, Kilback and Koepp"
89340,2022-01-24,18,4,259,1,2022-03-02,2022-03-08,0,6,Winter2021,Germany,"Bartell, Turcotte and Braun"
19475,2022-01-24,20,5,602,2,2022-03-07,2022-03-21,0,14,Winter2021,Poland,"Purdy, Borer and Mann"
1539,2022-01-24,26,6,674,1,2022-02-24,2022-03-03,0,7,Winter2021,France,"Mertz, Walsh and Strosin"
89205,2022-01-24,16,4,55,1,2022-02-14,2022-02-23,0,9,Winter2021,Germany,"McClure, Blick and Schultz"
61224,2022-01-24,18,8,1211,2,2022-02-15,2022-02-16,0,1,Winter2021,Sweden,Marks and Sons
29408,2022-01-24,17,5,1208,1,2022-01-28,2022-02-04,0,7,Winter2021,Greece,Tillman LLC
86575,2022-01-24,16,6,514,1,2022-03-02,2022-03-16,0,14,Winter2021,France,Walter Group
61863,2022-01-24,17,6,846,1,2022-02-10,2022-02-22,0,12,Winter2021,Croatia,Upton Inc
